city,date,clouds,precip
Amsterdam,2015-05-22,0.7157877476059289,0
Amsterdam,2015-05-23,1.2612422930604748,0.3
Amsterdam,2015-05-24,-3.0266364948183133,0
Amsterdam,2015-05-25,0.4430604748786564,0
Amsterdam,2015-05-26,-0.8902728584546771,0
Amsterdam,2015-05-27,0.2006362324544142,0
Amsterdam,2015-05-28,1.0196969696969695,0
Amsterdam,2015-05-29,0.17121212121212093,0
Amsterdam,2015-05-30,-1.3439393939393938,0
Amsterdam,2015-05-31,2.413636363636364,0.6
Amsterdam,2015-06-01,-1.4348484848484846,0
Amsterdam,2015-06-02,3.2318181818181815,0.7
Amsterdam,2015-06-03,-0.49545454545454515,0
Amsterdam,2015-06-04,-2.8026617442201855,0
Amsterdam,2015-06-05,-0.6693284108868522,0
Amsterdam,2015-06-06,-1.160237501795943,0
Amsterdam,2015-06-07,-2.2915506331090745,0
Amsterdam,2015-06-08,-0.008722350280791602,0
Amsterdam,2015-06-09,2.9003685588101176,0
Amsterdam,2015-06-10,-1.266298107856549,0
Amsterdam,2015-06-11,-4.056971026049974,0
Amsterdam,2015-06-12,-3.72363769271664,0
Amsterdam,2015-06-13,3.246059276980329,0.1
Amsterdam,2015-06-14,3.458180489101541,0
Amsterdam,2015-06-15,-1.6327286018075493,0
Amsterdam,2015-06-16,0.5187865497076025,0
Amsterdam,2015-06-17,-1.390304359383307,0
Amsterdam,2015-06-18,0.6393602068926745,0
Amsterdam,2015-06-19,0.912087479619947,0
Amsterdam,2015-06-20,-0.3909428234103558,0
Amsterdam,2015-06-21,2.2151177826502506,0
Amsterdam,2015-06-22,-0.33033676280429525,0
Amsterdam,2015-06-23,0.7302692978017653,0.3
Amsterdam,2015-06-24,0.2454208129532809,0
Amsterdam,2015-06-25,-2.071782762691854,0
Amsterdam,2015-06-26,1.1143644234553323,0
Amsterdam,2015-06-27,-0.06745375836284939,0
Amsterdam,2015-06-28,-1.1098780007870919,0
Amsterdam,2015-06-29,-1.7598780007870918,0
Amsterdam,2015-06-30,-3.2265446674537586,0
Amsterdam,2015-07-01,-2.5765446674537587,0
Amsterdam,2015-07-02,-3.4854311513402423,0
Amsterdam,2015-07-03,-1.7076533735624646,0
Amsterdam,2015-07-04,-0.23543115134024228,0
Amsterdam,2015-07-05,2.0751749092658183,0
Amsterdam,2015-07-06,-1.3793705452796363,0
Amsterdam,2015-07-07,-0.8372830031920944,0
Amsterdam,2015-07-08,0.46911430320521186,5
Amsterdam,2015-07-09,-0.18135014336313038,0.7
Amsterdam,2015-07-10,-3.2571077191207065,0
Amsterdam,2015-07-11,0.8678922808792935,0
Amsterdam,2015-07-12,0.9398619778489907,0
Amsterdam,2015-07-13,1.727740765727778,2
Amsterdam,2015-07-14,2.0004680384550513,1
Amsterdam,2015-07-15,2.212589250576263,3.1
Amsterdam,2015-07-16,-1.4056872840963748,0
Amsterdam,2015-07-17,-0.42757280598189684,0
Amsterdam,2015-07-18,-0.7738691022781929,0
Amsterdam,2015-07-19,1.291282412873322,7
Amsterdam,2015-07-20,1.3427975643884738,0
Amsterdam,2015-07-21,-1.4831283615374522,0
Amsterdam,2015-07-22,-0.6572024356115262,0
Amsterdam,2015-07-23,-1.3576488446618313,0
Amsterdam,2015-07-24,1.672654185641199,0
Amsterdam,2015-07-25,1.4302299432169567,10
Amsterdam,2015-07-26,-1.2970427840557708,0
Amsterdam,2015-07-27,1.460532973519987,12
Amsterdam,2015-07-28,0.0968966098836237,5
Amsterdam,2015-07-29,-0.3879518749648616,0.7
Amsterdam,2015-07-30,-1.117473435655254,2.2
Amsterdam,2015-07-31,-1.5720188902007086,0
Amsterdam,2015-08-01,-2.390200708382527,0
Amsterdam,2015-08-02,-1.2235340417158604,0
Amsterdam,2015-08-03,-3.890200708382527,0
Amsterdam,2015-08-04,0.609799291617473,8
Amsterdam,2015-08-05,0.609799291617473,0
Amsterdam,2015-08-06,-0.6907654154407399,0
Amsterdam,2015-08-07,-2.6818368440121683,0
Amsterdam,2015-08-08,-1.4956896578649825,0
Amsterdam,2015-08-09,-1.9754876376629622,0
Amsterdam,2015-08-10,1.0649164027410785,0
Amsterdam,2015-08-11,0.2921891300138051,0
Amsterdam,2015-08-12,1.3982497360744115,0
Amsterdam,2015-08-13,-3.8869152046783624,0
Amsterdam,2015-08-14,1.4085393407761835,4
Amsterdam,2015-08-15,1.893387825624668,0
Amsterdam,2015-08-16,-0.4702485380116954,0
Amsterdam,2015-08-17,2.4388423710792138,10
Amsterdam,2015-08-18,2.9842969165337587,0.1
Amsterdam,2015-08-19,0.029751461988304584,0
Amsterdam,2015-08-20,-2.766346961680295,0
Amsterdam,2015-08-21,-0.46331665864999216,0
Amsterdam,2015-08-22,0.3765101811768483,0
Amsterdam,2015-08-23,-3.4330136283469614,0
Amsterdam,2015-08-24,-0.03907423440756741,1
Amsterdam,2015-08-25,-0.23604393137726465,7
Amsterdam,2015-08-26,0.7185015231681895,0
Amsterdam,2015-08-27,0.8927561327561331,1
Amsterdam,2015-08-28,-1.1072438672438674,0
Amsterdam,2015-08-29,0.5897258297258294,0
Amsterdam,2015-08-30,0.29275613275613255,0
Amsterdam,2015-08-31,1.4685137085137083,9
Amsterdam,2015-09-01,0.8624531024531028,0
Amsterdam,2015-09-02,0.1351803751803753,0
Amsterdam,2015-09-03,-0.0649750910465201,2.3
Amsterdam,2015-09-04,0.8138127877413588,18.1
Amsterdam,2015-09-05,1.2380552119837835,3
Amsterdam,2015-09-06,0.14714612107469272,0.39999999999999997
Amsterdam,2015-09-07,1.056237030165601,2.3000000000000003
Amsterdam,2015-09-08,2.844115818044389,0
Amsterdam,2015-09-09,-2.7316417577131866,0
Amsterdam,2015-09-10,-2.7369645433931145,0
Amsterdam,2015-09-11,-3.0597158661444372,0
Amsterdam,2015-09-12,2.377513571085,0
Amsterdam,2015-09-13,-1.240668247096818,0
Amsterdam,2015-09-14,-0.1679409743695457,0
Amsterdam,2015-09-15,0.3623620559334846,1
Amsterdam,2015-09-16,2.3169075104789396,3.1
Amsterdam,2015-09-17,1.0389156874871155,17
Amsterdam,2015-09-18,-1.1429024943310662,0
Amsterdam,2015-09-19,-0.05199340342197534,3
Amsterdam,2015-09-20,-0.14290249433106617,0
Amsterdam,2015-09-21,-0.44593279736136937,0
Amsterdam,2015-09-22,0.1601278086992366,0
Amsterdam,2015-09-23,0.2510368996083274,5
Amsterdam,2015-09-24,2.6436459836459836,0.3
Amsterdam,2015-09-25,-1.4472631072631073,1
Amsterdam,2015-09-26,-2.292717652717653,0
Amsterdam,2015-09-27,-2.692717652717653,0
Amsterdam,2015-09-28,0.37394901394901403,0
Amsterdam,2015-09-29,-3.103828763828764,0
Amsterdam,2015-09-30,-3.492717652717653,0
Amsterdam,2015-10-01,-3.44489417989418,0
Amsterdam,2015-10-02,-4.583783068783069,0
Amsterdam,2015-10-03,-1.0615608465608468,0
Amsterdam,2015-10-04,1.6687421837421832,0
Amsterdam,2015-10-05,0.4532539682539678,0
Amsterdam,2015-10-06,1.759651274651274,0
Amsterdam,2015-10-07,1.6990452140452135,0
Amsterdam,2015-10-08,0.3870207173778599,0
Amsterdam,2015-10-09,-2.552373222016079,0
Amsterdam,2015-10-10,0.0347479901051333,0
Amsterdam,2015-10-11,-3.7569186765615337,0
Amsterdam,2015-10-12,0.5645098948670375,0
Amsterdam,2015-10-13,-0.0978277674706245,0
Amsterdam,2015-10-14,1.7506570810142241,0
Amsterdam,2015-10-15,1.5835497835497838,0
Amsterdam,2015-10-16,1.9471861471861471,0
Amsterdam,2015-10-17,1.9774891774891774,0.3
Amsterdam,2015-10-18,-0.507359307359307,0.5
Amsterdam,2015-10-19,1.5835497835497838,0
Amsterdam,2015-10-20,0.9471861471861471,0
Amsterdam,2015-10-21,-0.05281385281385287,0
Amsterdam,2015-10-22,2.3654435511578367,1.6
Amsterdam,2015-10-23,2.2442314299457156,0
Amsterdam,2015-10-24,2.8199890057032917,0
Amsterdam,2015-10-25,-2.6951625094482234,0
Amsterdam,2015-10-26,-2.0402803545660686,0
Amsterdam,2015-10-27,-3.915941730227444,0
Amsterdam,2015-10-28,-2.058798873084587,0
Amsterdam,2015-10-29,0.06360028860028866,0
Amsterdam,2015-10-30,-1.90988455988456,0
Amsterdam,2015-10-31,-4.562662337662338,0
Amsterdam,2015-11-01,0.45753968253968225,0
Amsterdam,2015-11-02,-2.03488455988456,0.2
Amsterdam,2015-11-03,-3.15988455988456,0
Amsterdam,2015-11-04,1.5636002886002887,0
Amsterdam,2015-11-05,1.4804112554112558,0.4
Amsterdam,2015-11-06,1.5410173160173164,1
Amsterdam,2015-11-07,0.9955627705627705,0.7
Amsterdam,2015-11-08,-1.1711038961038955,0
Amsterdam,2015-11-09,-1.4589826839826836,0
Amsterdam,2015-11-10,2.5410173160173164,0
Amsterdam,2015-11-11,2.147077922077922,1.1
Amsterdam,2015-11-12,-1.9418037518037514,0
Amsterdam,2015-11-13,-1.3811976911976904,1.1
Amsterdam,2015-11-14,-1.396349206349206,0.30000000000000004
Amsterdam,2015-11-15,1.3006204906204912,6
Amsterdam,2015-11-16,1.815772005772006,0.1
Amsterdam,2015-11-17,1.603650793650794,0.7
Amsterdam,2015-11-18,-0.396349206349206,0.30000000000000004
Amsterdam,2015-11-19,-0.4883379247015611,0
Amsterdam,2015-11-20,-1.86712580348944,0
Amsterdam,2015-11-21,0.16317722681359026,12
Amsterdam,2015-11-22,-0.6853076216712584,2
Amsterdam,2015-11-23,-1.9428833792470157,0
Amsterdam,2015-11-24,2.4359044995408636,5
Amsterdam,2015-11-25,-0.7156106519742886,5
Amsterdam,2015-11-26,-2.49459815546772,2.2
Amsterdam,2015-11-27,2.3084321475625824,0
Amsterdam,2015-11-28,-2.2067193675889323,4.4
Amsterdam,2015-11-29,0.15691699604743103,5
Amsterdam,2015-11-30,0.8084321475625833,3
Amsterdam,2015-12-01,0.6114624505928861,0.3
Amsterdam,2015-12-02,1.8538866930171283,0.1
Amsterdam,2015-12-03,1.2073902288188005,0
Amsterdam,2015-12-04,-2.3986703772418054,4
Amsterdam,2015-12-05,-1.1562461348175637,0
Amsterdam,2015-12-06,1.4498144712430427,0
Amsterdam,2015-12-07,0.6316326530612244,0.5
Amsterdam,2015-12-08,-1.5220470006184286,0
Amsterdam,2015-12-09,-3.944124922696351,0
Amsterdam,2015-12-10,1.5030086580086586,0
Amsterdam,2015-12-11,-0.20911255411255336,2.2
Amsterdam,2015-12-12,-0.7697186147186139,0
Amsterdam,2015-12-13,-1.4515367965367965,1
Amsterdam,2015-12-14,1.3060389610389613,0
Amsterdam,2015-12-15,-2.1030519480519474,0
Amsterdam,2015-12-16,1.5484632034632035,3.4000000000000004
Amsterdam,2015-12-17,-1.4729557479557478,0
Amsterdam,2015-12-18,-1.2002284752284753,0
Amsterdam,2015-12-19,0.3906806156806155,0
Amsterdam,2015-12-20,0.6634078884078889,0
Amsterdam,2015-12-21,-1.7911375661375661,3.4000000000000004
Amsterdam,2015-12-22,1.4209836459836458,1.9
Amsterdam,2015-12-23,-3.6766594516594515,1
Amsterdam,2015-12-24,-0.8100721500721502,0.3
Amsterdam,2015-12-25,-0.8827994227994225,0
Amsterdam,2015-12-26,-0.8100721500721502,0
Amsterdam,2015-12-27,0.6172005772005766,0.1
Amsterdam,2015-12-28,-4.94946608946609,0
Amsterdam,2015-12-29,-2.1383549783549785,0
Amsterdam,2015-12-30,-3.7494660894660896,0
Amsterdam,2015-12-31,-2.8986013986013983,0
Amsterdam,2016-01-01,-3.3952227906773365,0
Amsterdam,2016-01-02,1.0487166032620578,1
Amsterdam,2016-01-03,0.6850802396256936,1
Amsterdam,2016-01-04,2.079019633565088,6.2
Amsterdam,2016-01-05,2.1093226638681184,0
Amsterdam,2016-01-06,1.9881105426559973,0
Amsterdam,2016-01-07,-0.07249551795006415,0.7
Amsterdam,2016-01-08,-2.445710350255805,0
Amsterdam,2016-01-09,2.3724714679260135,0
Amsterdam,2016-01-10,-1.2941951987406535,0.2
Amsterdam,2016-01-11,1.0997441951987401,2
Amsterdam,2016-01-12,-0.47601338055883513,1
Amsterdam,2016-01-13,-0.5972255017709562,8
Amsterdam,2016-01-14,0.645198740653286,7
Amsterdam,2016-01-15,-0.447968866150684,0.7
Amsterdam,2016-01-16,-1.8570597752415932,0
Amsterdam,2016-01-17,-3.69376011194193,0
Amsterdam,2016-01-18,-2.7752415934234116,0
Amsterdam,2016-01-19,-0.25099916918098764,0
Amsterdam,2016-01-20,-0.0540294722112904,0.5
Amsterdam,2016-01-21,2.264152345970528,0
Amsterdam,2016-01-22,-1.02902181993091,0
Amsterdam,2016-01-23,-3.771614412523503,0
Amsterdam,2016-01-24,2.048250907341817,2.9
Amsterdam,2016-01-25,-0.5123551532642434,0
Amsterdam,2016-01-26,-1.6790218199309104,0
Amsterdam,2016-01-27,2.048250907341817,5
Amsterdam,2016-01-28,-3.6790218199309104,0
Amsterdam,2016-01-29,2.073396300669028,0
Amsterdam,2016-01-30,0.04309327036599786,14.9
Amsterdam,2016-01-31,-0.6538764266036994,0.5
Amsterdam,2016-02-01,0.6188508461235731,1
Amsterdam,2016-02-02,-2.6841794569067297,0
Amsterdam,2016-02-03,-1.7447855175127902,0.1
Amsterdam,2016-02-04,1.164305391578119,2
Amsterdam,2016-02-05,1.4797334244702665,0.3
Amsterdam,2016-02-06,1.8433697881066298,0
Amsterdam,2016-02-07,-1.0354180906812491,0
Amsterdam,2016-02-08,-0.24753930280246106,3.6
Amsterdam,2016-02-09,-0.00511506037821885,0.2
Amsterdam,2016-02-10,0.4191273638642059,1.1
Amsterdam,2016-02-11,-3.0960241512873092,0
Amsterdam,2016-02-12,1.2217980241006554,0
Amsterdam,2016-02-13,-1.9903231880205565,0
Amsterdam,2016-02-14,2.524828327130958,9
Amsterdam,2016-02-15,-1.2054747031720718,0
Amsterdam,2016-02-16,-4.405474703172072,0
Amsterdam,2016-02-17,-4.468437666135035,0
Amsterdam,2016-02-18,2.358161660464292,0
Amsterdam,2016-02-19,-2.794276718952043,0
Amsterdam,2016-02-20,0.11481419013886551,2
Amsterdam,2016-02-21,2.0845111598358352,5.7
Amsterdam,2016-02-22,-0.2488221734974978,1.9
Amsterdam,2016-02-23,-2.051852476527801,0.2
Amsterdam,2016-02-24,-2.49124641592174,0.3
Amsterdam,2016-02-25,-2.082155506830831,0.5000000000000001
Amsterdam,2016-02-26,-0.3695317429083662,0.8
Amsterdam,2016-02-27,-3.3846832580598814,0
Amsterdam,2016-02-28,-2.672562045938669,0
Amsterdam,2016-02-29,-1.5816529550295781,0
Amsterdam,2016-03-01,2.160771287394664,0.7
Amsterdam,2016-03-02,0.8425894692128457,2.7
Amsterdam,2016-03-03,-0.8240771974538208,0
Amsterdam,2016-03-04,2.996219773492501,6.4
Amsterdam,2016-03-05,-1.9280226507499232,0
Amsterdam,2016-03-06,0.8598561371288644,0.30000000000000004
Amsterdam,2016-03-07,-1.3219620446893172,1.8
Amsterdam,2016-03-08,-0.6098408325681048,0.8999999999999999
Amsterdam,2016-03-09,-0.10984083256810528,0
Amsterdam,2016-03-10,-4.382568105295378,0
Amsterdam,2016-03-11,-0.9361626468769324,0
Amsterdam,2016-03-12,-4.260405071119356,0
Amsterdam,2016-03-13,-3.7543444650587503,0
Amsterdam,2016-03-14,-3.7846474953617806,0
Amsterdam,2016-03-15,2.27595856524428,0
Amsterdam,2016-03-16,-3.1482838589981443,0
Amsterdam,2016-03-17,-4.69373840445269,0
Amsterdam,2016-03-18,3.1236488259215536,0
Amsterdam,2016-03-19,2.7903154925882196,0
Amsterdam,2016-03-20,2.487285189557917,0.2
Amsterdam,2016-03-21,1.3509215531942802,0.4
Amsterdam,2016-03-22,-0.027866325593597807,0
Amsterdam,2016-03-23,1.7160730683457954,0
Amsterdam,2016-03-24,-0.20968450741178035,0
Amsterdam,2016-03-25,2.550103777501038,2
Amsterdam,2016-03-26,-1.5256537982565384,0.1
Amsterdam,2016-03-27,1.1864674138646736,0.5
Amsterdam,2016-03-28,1.3985886259858855,2.1
Amsterdam,2016-03-29,0.5804068078040681,2
Amsterdam,2016-03-30,-0.7832295558322957,0
Amsterdam,2016-03-31,-0.7832295558322957,0
Amsterdam,2016-04-01,-3.69351408825093,0
Amsterdam,2016-04-02,2.2549707602339186,0
Amsterdam,2016-04-03,-0.7753322700691117,0
Amsterdam,2016-04-04,0.8913343965975544,7
Amsterdam,2016-04-05,-0.18442317916002082,0
Amsterdam,2016-04-06,1.5580010632642214,0.2
Amsterdam,2016-04-07,-0.39654439128123276,1
Amsterdam,2016-04-08,0.22048507649157045,0
Amsterdam,2016-04-09,-0.46133310532661165,0
Amsterdam,2016-04-10,-2.173454317447824,0
Amsterdam,2016-04-11,-4.1946664386599455,0
Amsterdam,2016-04-12,-0.6279997719932786,0.3
Amsterdam,2016-04-13,-1.1431512871447937,0
Amsterdam,2016-04-14,-1.0522421962357025,0
Amsterdam,2016-04-15,3.248962209817473,2.2
Amsterdam,2016-04-16,1.4004773613326242,0
Amsterdam,2016-04-17,-1.2055832447279817,0
Amsterdam,2016-04-18,-0.32679536594010283,0
Amsterdam,2016-04-19,-0.29649233563707256,0
Amsterdam,2016-04-20,-1.8813408204855573,0
Amsterdam,2016-04-21,-3.114674153818891,0
Amsterdam,2016-04-22,0.537426210153483,0
Amsterdam,2016-04-23,-1.6140889413616684,0.1
Amsterdam,2016-04-24,-0.8868162140889413,2.3
Amsterdam,2016-04-25,0.6283353010625738,4
Amsterdam,2016-04-26,0.7646989374262105,6.2
Amsterdam,2016-04-27,-0.3110586383313656,2.7
Amsterdam,2016-04-28,-0.7656040928768202,3.2
Amsterdam,2016-04-29,0.08166723627249972,9
Amsterdam,2016-04-30,-0.8880297334244704,0.6
Amsterdam,2016-05-01,-2.9486357940305314,0
Amsterdam,2016-05-02,0.08166723627249883,0
Amsterdam,2016-05-03,-2.039544884939622,0
Amsterdam,2016-05-04,-2.448635794030531,0
Amsterdam,2016-05-05,-4.251666097060834,0
Amsterdam,2016-05-06,-3.2420744238926056,0
Amsterdam,2016-05-07,-2.2307107875289693,0
Amsterdam,2016-05-08,-3.4731350299532115,0
Amsterdam,2016-05-09,-3.4670744238926057,0
Amsterdam,2016-05-10,0.32989527307709166,0
Amsterdam,2016-05-11,0.5571680003498183,0
Amsterdam,2016-05-12,-2.385592942411124,0
Amsterdam,2016-05-13,-3.272107438016529,0
Amsterdam,2016-05-14,-0.6963498622589532,0.2
Amsterdam,2016-05-15,0.030922865013773837,0.3
Amsterdam,2016-05-16,0.60668044077135,0.7
Amsterdam,2016-05-17,-0.3024104683195592,0
Amsterdam,2016-05-18,-1.4539256198347106,0
Amsterdam,2016-05-19,1.5460743801652894,0
Amsterdam,2016-05-20,1.83699986881805,1.2
Amsterdam,2016-05-21,0.503666535484717,0
Amsterdam,2016-05-22,1.2612422930604748,6.9
Amsterdam,2016-05-23,1.9885150203332014,8
Amsterdam,2016-05-24,1.3218483536665353,0
Amsterdam,2016-05-25,2.6551816869998683,2
Amsterdam,2016-05-26,-1.7236061917880106,0
Amsterdam,2016-05-27,-1.9136363636363636,0
Amsterdam,2016-05-28,-2.0106060606060603,0
Amsterdam,2016-05-29,-1.0136363636363637,0
Amsterdam,2016-05-30,3.2318181818181824,0.4
Amsterdam,2016-05-31,-0.22272727272727266,0
Amsterdam,2016-06-01,1.6560606060606062,0
Amsterdam,2016-06-02,3.5651515151515154,0
Amsterdam,2016-06-03,3.597338255779815,0.09999999999999998
Amsterdam,2016-06-04,-1.5238738654323067,0
Amsterdam,2016-06-05,-3.6147829563413976,0
Amsterdam,2016-06-06,-2.5238738654323067,0
Amsterdam,2016-06-07,0.385217043658602,0
Amsterdam,2016-06-08,-1.7966011381595792,0
Amsterdam,2016-06-09,-2.3117526533110944,0
Amsterdam,2016-06-10,0.6399986709197236,0
Amsterdam,2016-06-11,1.1854532163742686,0.3
Amsterdam,2016-06-12,-1.1781831472620947,0
Amsterdam,2016-06-13,2.791513822434875,3
Amsterdam,2016-06-14,2.427877458798511,7
Amsterdam,2016-06-15,0.5187865497076025,2
Amsterdam,2016-06-16,-1.7236376927166401,0
Amsterdam,2016-06-17,-0.693973126440659,5
Amsterdam,2016-06-18,1.3363299038623717,0.7
Amsterdam,2016-06-19,0.30602687355934144,0
Amsterdam,2016-06-20,3.0939056614381295,6
Amsterdam,2016-06-21,2.5181480856805534,0
Amsterdam,2016-06-22,-0.05760949007702276,0
Amsterdam,2016-06-23,0.866632934165402,36
